utterance,intent,entity_type,domain_valid,source,is_infrastructure,is_service,is_metric,is_incident,is_job,is_pipeline,is_unknown,is_sre_domain,has_runbook,is_known_incident,is_metric_query
check for anomalies in metrics,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
why is the background job worker deadlocking,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,0
summarize the observability maturity assessment results,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
what countries border france,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
mount the backup volume in read-only mode,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
enable the kubernetes event exporter,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
how is silk produced,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
restart log aggregator,execution,metric,1,level5_base,0,0,1,0,0,0,0,1,1,0,0
apply the priority class to the critical workloads,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
enable the cross-zone load balancing,execution,job,1,level5_base,0,0,0,0,1,0,0,0,1,0,0
how do I make soy candles,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who is albert einstein,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I skateboard,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
scale message queue,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
summarize system health for app payments,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is the tallest mountain,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who is marie curie,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who composed la traviata,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is a genome,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the renaissance,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
update the exports file and refresh nfsd,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is economics,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
clear cache on all nodes,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
summarize the health of the multi-region setup,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
summarize the error budget status for all services,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what triggered the alert,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,1,0
restore the selinux context on the data directory,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is the coldest place on earth,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I make sushi,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the webhook delivery failures,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
how do I make chocolate chip cookies,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the route53 health check failover,execution,metric,1,level5_base,0,0,1,0,0,0,0,1,1,0,0
what is the theory of evolution,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
enable the mutual tls between all services,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
who is thomas edison,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the dead letter queue for failed messages,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
check what is causing the excessive context switches,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
who won the latest academy awards,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
start the canary deployment for version 4.1,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
investigate failed authentication attempts,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is a tectonic plate,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a recap of the on-call escalation patterns,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is the ozone layer,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
initialize the new replica set member,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
why are requests queued,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
investigate the corrupted data in the cache layer,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
apply the cpu frequency scaling governor change,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,1
how do I stay healthy,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is the higgs boson,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I make origami cranes,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is service discovery returning stale endpoints,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
how do I learn how to type faster,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze the jvm heap after the memory spike,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,1,1
how do I learn calligraphy,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a summary of the cluster upgrade progress,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
give me a summary of the scaling decisions this week,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do I make homemade bread,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the edge cache performance by region,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is string theory,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze the segment fault in the native library,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
rollback the deployment,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,1,0,0
restart the envoy proxy with the new configuration,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
summarize the distributed tracing insights for the api,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
analyze the io error rate on the san,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,1
tell me about the persian empire,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
force delete the stuck pod in the production namespace,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
set the pod disruption budget to allow one eviction,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
run the remediation playbook for cpu spike,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,1,1
tell me about the discovery of dna,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I ride a bicycle,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
apply the cluster autoscaler priority expander config,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
provide a brief on the data retention compliance status,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
tell me about the aztec civilization,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what caused the index corruption on elasticsearch,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is paleontology,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I learn how to paint with watercolor,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a recap of the infrastructure changes this week,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
what is causing packet loss on the network,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
clear disk space on server alpha,execution,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
provide a brief on the database connection pool stats,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
how do I learn how to whistle,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
create a snapshot of the production database,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
tell me about ancient babylon,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
apply the security hotfix to the dependency,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
tell me about the mongol empire,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
show me the root cause of latency issues,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,1,1
renew the lets encrypt certificate manually,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
who is julius caesar,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
extend the filesystem after volume resize,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
tell me about astronomy,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
run the vacuum full on the postgres database,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
summarize the failure domain isolation test results,summarization,job,1,level5_base,0,0,0,0,1,0,0,0,0,1,0
add the new host to the monitoring system,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
tell me about the stone age,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
uncordon the node after patching,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is the uncertainty principle,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the ingress controller rejecting requests,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a rundown of the production issues this week,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do I play poker,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
configure the backup schedule for hourly snapshots,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
summarize the release candidate validation results,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,0,0,0,0
scale the api service to 5 replicas,execution,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
how do I meditate,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is causing the jdbc connection pool saturation,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
what is the history of chess,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is a cytoplasm,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I plant a tree,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
umount the nfs share that is hanging,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
what is design,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I make wine at home,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the incident classification by severity,summarization,incident,1,level5_base,0,0,0,1,0,0,0,1,0,1,0
investigate the kernel soft lockup warnings,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
tell me about the roman gladiators,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the certificate rotation completion status,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
configure the jaeger sampling rate,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
how do I make butter at home,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the container runtime consuming so much memory,investigate,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,1
who discovered america,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I play guitar,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
provide a recap of the security posture improvement this quarter,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
apply network policy,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
summarize the findings from the recent security audit,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a summary of the runtime exception trends,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
tell me about giraffes,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the io scheduler causing write starvation,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,0
analyze the slow query explain plan,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
configure the metrics server resource requests,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
enable tracing,execution,metric,1,level5_base,0,0,1,0,0,0,0,0,1,0,0
annotate the service with the canary weight,execution,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
enable the new caching strategy globally,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
run the database failover test,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
tell me about the trojan war,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the blue green deployment outcome,summarization,pipeline,1,level5_base,0,0,0,0,0,1,0,1,0,0,0
investigate the flapping health checks,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
summarize the open actionable items from postmortems,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
update the firewall rules to allow port 8443,execution,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
analyze the ingress rule causing traffic leak,investigate,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
deploy the hotfix to all production nodes,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
how do I make a rope,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I carve soap,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the on-call activity for the past month,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
tell me about the inca empire,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the incident postmortem action items,summarization,incident,1,level5_base,0,0,0,1,0,0,0,1,0,1,0
how do submarines work,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the excessive logging causing disk saturation,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
enable write-ahead logging on the database,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
investigate the dropped packets on the vpn interface,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
check memory usage on db-server-7,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,1
look into the mutex contention on shared resource,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
why is the replica set not converging,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,1,0,0
what is the nitrogen cycle,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
run the automated rollback on failed deployment,execution,pipeline,1,level5_base,0,0,0,0,0,1,0,1,1,0,0
what is the food chain,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the olympics history,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I become a chef,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the configuration drift detections this week,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
how do I make paella,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a summary of the infrastructure scaling events,summarization,metric,1,level5_base,0,0,1,0,0,0,0,0,0,0,0
configure the webhook timeout for the admission controller,execution,service,1,level5_base,0,1,0,0,0,0,0,0,1,0,0
provide a brief on the certificate rotation status,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is the human genome,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
why is the proxy returning empty responses,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
what is a pulsar,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me an overview of the active feature rollouts,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
who is winston churchill,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me operational summary,summarization,unknown,1,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the tcp syn flood on the public interface,investigate,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
tell me about the cold war,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
analyze the slow commit log replay after recovery,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
how do I plant a vegetable garden,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
summarize the thread pool utilization trends this week,summarization,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,0,0,0
configure the etcd compaction interval,execution,infrastructure,1,level5_base,1,0,0,0,0,0,0,0,1,0,0
why is the log shipper dropping records,investigate,metric,1,level5_base,0,0,1,0,0,0,0,1,0,0,0
what is causing the increased p95 latency,investigate,unknown,1,level5_base,0,0,0,0,0,0,1,1,0,0,1
summarize the transaction rollback rate by service,summarization,service,1,level5_base,0,1,0,0,0,0,0,1,1,0,0
what is jazz music,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
tell me about the middle ages,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a summary of the automated remediation coverage,summarization,service,1,level5_base,0,1,0,0,0,0,0,0,0,0,0
what is a binary star system,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
give me a summary of the observability alert noise ratio,summarization,metric,1,level5_base,0,0,1,0,0,0,0,1,0,1,0
how do I make french press coffee,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I start a podcast,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
how do I learn to identify birds,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
who composed the nutcracker,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
investigate the file system corruption on node-8,investigate,infrastructure,1,level5_base,1,0,0,0,0,0,0,1,0,0,0
why is the api response size unexpectedly large,investigate,service,1,level5_base,0,1,0,0,0,0,0,1,0,0,0
configure the ocsp stapling on the server,execution,unknown,1,level5_base,0,0,0,0,0,0,1,0,1,0,0
who wrote the odyssey,out_of_scope,unknown,0,level5_base,0,0,0,0,0,0,1,0,0,0,0
